pdf_page,chars,preview
11,1810,"此 ，在 主 要 進 行 經 驗 性 認 定 的 適 合 性 及 必 要 性 審 查 階 段 ，就 刑 罰 有 無 一 般 預 防 效 力 的 認 定 ’釋 憲 者 廣 泛 地 尊 重 立 法 者 的 評 價 優 先 權 限 （ EinscMtzungsprarogative )"
12,1818,"能 阻 止 部 分 的 人 實 施 通 姦 ，就 足 以 肯 定 其 手 段 適 合 性 。 或 許 有 人 會 質 疑 ，就 算 通 姦 罪 能 夠 嚇 阻 他 人 通 姦 ，但 是 婚 姻 美 滿 和 家 庭 和 諧 倚 賴 的 是 當 事 人 的 感 情 投 入 與 用 心"
13,1878,"反 婚 姻 契 約 義 務 的 行 為 ，沒 有 必 要 再 以 刑 罰 制 裁 通 姦 行 為 3 5 。 上 述 觀 點 從 通 姦 行 為 己 有 民 事 損 害 賠 償 及 請 求 裁 判 離 婚 的 效 果 ，推 論 通 姦 行 為 之 入 罪 化 不 符 合 必 要 "
14,1795,"制 裁 ，其 目 的 並 不 在 填 補 他 方 配 偶 的 損 害 和 處 理 己 被 破 壞 的 婚 姻 關 傺 ，而 是 在 嚇 阻 或 引 導 其 他 人 不 為 通 姦 行 為 ，進 而 達 成 維 護 不 特 定 多 數 婚 姻 家 庭 的 效 果 。因 此 ，對 於"
15,1871,"婚 姻 和 諧 ，其 所 維 護 的 公 共 利 益 價 值 有 多 大 ，則 是 需 要 更 具 體 的 分 析 。本 文 認 為 可 以 從 兩 個 角 度 切 入 ：一 是 婚 姻 忠 誠 義 務 的 價 值 大 小 ，二 是 刑 罰 維 護 婚 姻 忠 誠 義 務 的 效"
16,1737,"重 、信 任 及 親 密 情 感 之 間 • 也 很 難 找 到 一 個 若 A 則 B 的 線 性 關 係 。文 獻 上 己 經 有 不 少 人 指 出 ，通 姦 行 為 有 時 不 是 破 壞 配 偶 雙 方 關 傺 的 原 因 ，而 是 雙 方 己 無 尊 重 、信 任 或"
17,1849,"為 自 由 和 個 人 格 健 全 發 展 及 人 性 尊 嚴 有 密 切 關 傺 ，是 價 值 重 大 的 基 本 櫂 利 。本 罪 「禁 止 通 姦 」 的 影 響 是 ，有 配 偶 之 人 不 得 與 配 偶 以 外 之 人 性 器 接 合 ，無 配 偶 之 人 不 得 與"
18,1843,"通 姦 罪 既 是 輕 罪 也 是 告 訴 乃 論 之 罪 ，檢 警 鮮 少 發 動 職 櫂 取 得 性 器 接 合 的 證 據 ，而 是 往 仰 賴 告 訴 人 提 出 私 人 不 法 取 得 之 證 據 ，例 如 竊 錄 性 愛 錄 音 或 錄 影 、擅 自 截 取 通 訊 "
19,1893,"實 質 婚 姻 關 傺 的 效 果 相 當 稀 薄 ，通 姦 罪 的 正 面 效 益 和 負 面 效 益 之 間 不 成 比 例 。 值 得 討 論 的 是 ，通 姦 罪 作 為 法 定 刑 一 年 以 下 有 期 徒 刑 之 輕 罪 ，以 及 告 訴 乃 論 之 罪 ，是 否 "
20,1730,"家 就 不 能 處 罰 本 案 的 通 姦 行 為 人 ，無 法 嚇 阻 其 他 潛 在 行 為 人 不 得 通 姦 或 向 社 會 大 眾 宣 示 維 護 婚 姻 的 價 值 。我 們 甚 至 可 以 進 一 步 說 • 通 姦 罪 採 取 告 訴 乃 論 的 設 計 • 使 "
21,1452,"罰 手 段 所 造 成 的 正 負 效 應 是 否 合 乎 比 例 ，也 完 全 缺 乏 應 有 的 細 緻 分 析 。無 怪 乎 己 有 文 獻 批 評 ， 該 號 解 釋 認 定 通 姦 罪 合 憲 的 唯 一 實 質 理 由 就 是 尊 重 「立 法 形 成 自 由 」•並"
22,1481,"二 、差別待遇之規範目的 其 次 審 查 系 爭 規 定 差 別 待 遇 之 規 範 目 的 。關 於 告 訴 主 觀 不 可 分 之 原 則 與 例 外 的 規 範 目 的 ，似 乎 無 法 從 立 法 相 關 資 料 獲 知 ，僅 能 參 考 刑 事 訴 訟 法 文 獻 的 "
23,1910,"訴 人 只 對 部 分 共 犯 追 訴 的 意 思 。換 言 之 ，告 訴 主 觀 不 可 分 之 適 用 必 要 性 ，來 自 共 犯 之 犯 罪 事 實 的 證 據 共 通 性 ，節 省 國 家 重 複 調 查 的 耗 費 。就 此 而 言 ，由 於 通 姦 事 實 是 由 "
24,1785,"正 性 信 賴 。當 然 ，如 果 採 取 這 種 觀 點 ，立 法 者 承 認 告 訴 主 觀 可 分 的 範 圍 ，應 該 可 以 進 一 步 擴 大 到 多 數 共 犯 有 「配 偶 」 與 「第 三 人 」 的 所 有 情 形 （ 例 如 ：先 生 協 同 友 人 毆 打"
25,1390,"觀 不 可 分 ， 與 尊 重 追 訴 意 思 的 規 範 目 的 欠 缺 合 理 關 聯 性 。 ( 三 ）撤 回 告 訴 之 對 象 最 後 的 問 題 是 ，系 爭 規 定 根 據 通 姦 罪 告 訴 人 撤 回 告 訴 的 對 象 是 「配 偶 」 或 「相 姦 人 」•"
